File,Line,Column,Type,Message,Source,Severity
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",9,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",10,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",11,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",12,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",13,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",21,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",22,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",23,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",24,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",25,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",26,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",27,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",52,15,error,"Protected member variable \"_messages\" must not be prefixed with an underscore",PEAR.NamingConventions.ValidVariableName.PublicUnderscore,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",68,43,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Interface.php",1,1,error,"End of line character is invalid; expected \"\n\" but found \"\r\n\"",Generic.Files.LineEndings.InvalidEOLChar,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Interface.php",2,1,error,"Missing file doc comment",PEAR.Commenting.FileComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Interface.php",3,1,error,"Missing interface doc comment",PEAR.Commenting.ClassComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tag.php",1,1,error,"End of line character is invalid; expected \"\n\" but found \"\r\n\"",Generic.Files.LineEndings.InvalidEOLChar,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tag.php",2,1,error,"Missing file doc comment",PEAR.Commenting.FileComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tag.php",3,1,error,"Spaces must be used to indent lines; tabs are not allowed",Generic.WhiteSpace.DisallowTabIndent.TabsUsed,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tag.php",3,2,error,"Missing class doc comment",PEAR.Commenting.ClassComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tag.php",3,2,error,"Line indented incorrectly; expected 0 spaces, found 1",PEAR.WhiteSpace.ScopeIndent.Incorrect,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tag.php",4,1,error,"Spaces must be used to indent lines; tabs are not allowed",Generic.WhiteSpace.DisallowTabIndent.TabsUsed,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tag.php",4,2,error,"Expected 0 spaces before opening brace; 1 found",PEAR.Classes.ClassDeclaration.SpaceBeforeBrace,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tag.php",6,1,error,"Spaces must be used to indent lines; tabs are not allowed",Generic.WhiteSpace.DisallowTabIndent.TabsUsed,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tip.php",1,1,error,"End of line character is invalid; expected \"\n\" but found \"\r\n\"",Generic.Files.LineEndings.InvalidEOLChar,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tip.php",2,1,error,"Missing file doc comment",PEAR.Commenting.FileComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tip.php",3,1,error,"Spaces must be used to indent lines; tabs are not allowed",Generic.WhiteSpace.DisallowTabIndent.TabsUsed,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tip.php",3,2,error,"Missing class doc comment",PEAR.Commenting.ClassComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tip.php",3,2,error,"Line indented incorrectly; expected 0 spaces, found 1",PEAR.WhiteSpace.ScopeIndent.Incorrect,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tip.php",4,1,error,"Spaces must be used to indent lines; tabs are not allowed",Generic.WhiteSpace.DisallowTabIndent.TabsUsed,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tip.php",4,2,error,"Expected 0 spaces before opening brace; 1 found",PEAR.Classes.ClassDeclaration.SpaceBeforeBrace,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Tip.php",6,1,error,"Spaces must be used to indent lines; tabs are not allowed",Generic.WhiteSpace.DisallowTabIndent.TabsUsed,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy.php",1,1,error,"Missing file doc comment",PEAR.Commenting.FileComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy.php",1,1,error,"End of line character is invalid; expected \"\n\" but found \"\r\n\"",Generic.Files.LineEndings.InvalidEOLChar,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",7,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",8,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",9,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",10,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",11,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",12,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",13,1,warning,"Invalid version \"Hg: $Revision$\" in file comment; consider \"CVS: <cvs_id>\" or \"SVN: <svn_id>\" instead",PEAR.Commenting.FileComment.InvalidVersion,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",13,1,error,"@version tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",14,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",22,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",23,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",24,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",25,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",26,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",27,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",28,1,error,"@version tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",29,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",49,15,error,"Protected member variable \"_messages\" must not be prefixed with an underscore",PEAR.NamingConventions.ValidVariableName.PublicUnderscore,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\WorkingCopy\Exception.php",62,43,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",1,1,error,"End of line character is invalid; expected \"\n\" but found \"\r\n\"",Generic.Files.LineEndings.InvalidEOLChar,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",7,1,error,"@category tag comment indented incorrectly; expected 2 spaces but found 4",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",8,1,error,"@package tag comment indented incorrectly; expected 3 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",9,1,error,"@author tag comment indented incorrectly; expected 4 spaces but found 6",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",10,1,error,"@copyright tag comment indented incorrectly; expected 1 spaces but found 3",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",11,1,error,"@license tag comment indented incorrectly; expected 3 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",12,1,error,"@link tag comment indented incorrectly; expected 6 spaces but found 8",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",22,1,error,"@category tag comment indented incorrectly; expected 2 spaces but found 4",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",23,1,error,"@package tag comment indented incorrectly; expected 3 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",24,1,error,"@author tag comment indented incorrectly; expected 4 spaces but found 6",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",25,1,error,"@copyright tag comment indented incorrectly; expected 1 spaces but found 3",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",26,1,error,"@license tag comment indented incorrectly; expected 3 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",27,1,error,"@link tag comment indented incorrectly; expected 6 spaces but found 8",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",58,15,error,"Protected member variable \"_path\" must not be prefixed with an underscore",PEAR.NamingConventions.ValidVariableName.PublicUnderscore,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",72,15,error,"Protected member variable \"_executable\" must not be prefixed with an underscore",PEAR.NamingConventions.ValidVariableName.PublicUnderscore,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",79,15,error,"Protected member variable \"_version\" must not be prefixed with an underscore",PEAR.NamingConventions.ValidVariableName.PublicUnderscore,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",87,1,error,"Last parameter comment requires a blank newline after it",PEAR.Commenting.FunctionComment.SpacingAfterParams,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",87,1,error,"Doc comment for var $path does not match actual variable name $hg at position 1",PEAR.Commenting.FunctionComment.ParamNameNoMatch,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",87,1,error,"Doc comment for \"$path\" missing",PEAR.Commenting.FunctionComment.MissingParamTag,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",90,46,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",105,1,error,"Last parameter comment requires a blank newline after it",PEAR.Commenting.FunctionComment.SpacingAfterParams,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",105,1,error,"Doc comment for var $path does not match actual variable name $hg at position 1",PEAR.Commenting.FunctionComment.ParamNameNoMatch,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",105,1,error,"Missing comment for param \"$path\" at position 1",PEAR.Commenting.FunctionComment.MissingParamComment,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",105,1,error,"Doc comment for \"$path\" missing",PEAR.Commenting.FunctionComment.MissingParamTag,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",122,1,error,"Last parameter comment requires a blank newline after it",PEAR.Commenting.FunctionComment.SpacingAfterParams,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",122,1,error,"Doc comment for var string does not match actual variable name $path at position 1",PEAR.Commenting.FunctionComment.ParamNameNoMatch,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",122,1,error,"Missing comment for param \"string\" at position 1",PEAR.Commenting.FunctionComment.MissingParamComment,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",126,46,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",143,31,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",147,5,error,"Doc comment for \"$path\" missing",PEAR.Commenting.FunctionComment.MissingParamTag,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",161,49,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",167,13,error,"Line indented incorrectly; expected 8 spaces, found 12",PEAR.WhiteSpace.ScopeIndent.Incorrect,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",170,13,error,"Line indented incorrectly; expected 8 spaces, found 12",PEAR.WhiteSpace.ScopeIndent.Incorrect,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",180,17,warning,"Line exceeds 85 characters; contains 87 characters",Generic.Files.LineLength.TooLong,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",245,9,warning,"Line exceeds 85 characters; contains 86 characters",Generic.Files.LineLength.TooLong,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",248,1,error,"Line indented incorrectly; expected at least 8 spaces, found 0",PEAR.WhiteSpace.ScopeIndent.Incorrect,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",275,1,error,"Missing @return tag in function comment",PEAR.Commenting.FunctionComment.MissingReturn,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",276,34,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable.php",282,1,error,"Missing @return tag in function comment",PEAR.Commenting.FunctionComment.MissingReturn,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",8,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",9,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",10,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",11,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",12,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",13,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",14,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",22,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",23,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",24,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",25,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",26,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",27,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",28,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",59,15,error,"Protected member variable \"_messages\" must not be prefixed with an underscore",PEAR.NamingConventions.ValidVariableName.PublicUnderscore,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Executable\Exception.php",71,43,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
